city,neighborhood,address,building_type,surface_area_m2,rooms,bedrooms,bathrooms,floor_level,has_elevator,year_built,age,has_parking,has_terrace,has_garden,has_pool,price_tnd
Sidi Bou Said,Luxueux,"Luxueux, Sidi Bou Said",Penthouse,243.24388179288417,3,1,1,2,False,1962,64,False,True,False,True,1376000
Kairouan,Côtière,"Côtière, Kairouan",Appartement,104.73876478226661,2,1,1,3,True,1991,35,True,True,True,False,301000
Hammamet,Agricole,"Agricole, Hammamet",Dar (Maison Traditionnelle),123.22372074050601,1,1,1,4,False,1965,61,False,True,True,False,338000
Kairouan,Côtière,"Côtière, Kairouan",Dar (Maison Traditionnelle),108.4649793402261,1,1,1,5,False,1961,65,False,True,True,True,305000
Sidi Bou Said,Centre Ville,"Centre Ville, Sidi Bou Said",Maison,91.81754862868286,2,1,1,3,False,1966,60,True,True,True,False,739000
Kairouan,Populaire,"Populaire, Kairouan",Penthouse,187.41400329631995,2,1,1,3,True,1995,31,False,True,True,False,319000
Kairouan,Périphérie,"Périphérie, Kairouan",Villa,143.53013003875225,4,2,1,2,False,1966,60,False,True,False,False,297000
Sidi Bou Said,Touristique,"Touristique, Sidi Bou Said",Appartement,104.1674985369386,4,3,1,5,False,1980,46,True,True,True,False,704000
Djerba,Populaire,"Populaire, Djerba",Riad,139.3482649427271,5,3,1,0,False,1964,62,True,True,True,False,745000
Mahdia,Agricole,"Agricole, Mahdia",Studio,95.31147111257503,1,1,1,4,True,1970,56,False,False,False,False,76000
Gabes,Côtière,"Côtière, Gabes",Duplex,60.34700225448818,3,2,1,4,True,2011,15,True,True,False,False,271000
Hammamet,Touristique,"Touristique, Hammamet",Riad,109.53381614240669,2,1,1,0,False,1988,38,True,False,False,False,956000
Sousse,Périphérie,"Périphérie, Sousse",Dar (Maison Traditionnelle),115.58286704954524,4,3,2,5,False,2018,8,True,False,True,False,509000
Monastir,Populaire,"Populaire, Monastir",Villa,198.07555983634262,3,1,1,4,True,2024,2,True,True,False,False,589000
Djerba,Côtière,"Côtière, Djerba",Dar (Maison Traditionnelle),159.65281903287146,5,3,1,4,False,1976,50,False,True,True,False,618000
Tozeur,Populaire,"Populaire, Tozeur",Duplex,129.28837460433857,3,1,1,4,False,2017,9,False,True,True,False,250000
Mahdia,Côtière,"Côtière, Mahdia",Studio,182.75992422266262,3,1,1,0,False,1967,59,False,True,True,False,252000
Kairouan,Agricole,"Agricole, Kairouan",Penthouse,114.12995704225202,3,2,1,3,True,1995,31,True,False,True,False,254000
Tunis,Résidentiel,"Résidentiel, Tunis",Riad,69.47029566466964,3,2,1,3,False,1975,51,True,True,False,False,522000
Kairouan,Touristique,"Touristique, Kairouan",Penthouse,74.58489345170972,3,1,1,3,False,1981,45,False,True,True,False,327000
Kairouan,Agricole,"Agricole, Kairouan",Appartement,95.80944342294518,3,2,1,2,False,1980,46,False,True,True,False,112000
Tunis,Luxueux,"Luxueux, Tunis",Villa,176.7742508181385,2,1,1,5,True,1980,46,True,False,False,False,1092000
Hammamet,Touristique,"Touristique, Hammamet",Dar (Maison Traditionnelle),144.54874758191255,4,3,2,2,False,1981,45,False,True,False,False,742000
La Marsa,Résidentiel,"Résidentiel, La Marsa",Riad,34.12521329296203,2,1,1,2,False,2009,17,False,False,True,False,514000
Mahdia,Populaire,"Populaire, Mahdia",Appartement,98.79004889859445,2,1,1,2,False,2015,11,False,True,False,False,170000
Mahdia,Populaire,"Populaire, Mahdia",Appartement,31.96186204220912,4,3,2,1,False,1967,59,False,True,False,False,109000
Mahdia,Agricole,"Agricole, Mahdia",Villa,186.34047100209955,3,2,1,2,False,1963,63,True,True,True,False,383000
Bizerte,Luxueux,"Luxueux, Bizerte",Duplex,98.85940194572284,3,1,1,1,False,1986,40,True,False,False,True,481000
Kairouan,Touristique,"Touristique, Kairouan",Penthouse,179.83157433228257,2,1,1,5,False,2017,9,False,False,False,False,465000
Sidi Bou Said,Périphérie,"Périphérie, Sidi Bou Said",Duplex,159.89013365247084,5,4,2,3,False,2017,9,False,True,True,False,971000
Nabeul,Périphérie,"Périphérie, Nabeul",Studio,198.18678080248998,1,1,1,4,False,1985,41,True,False,False,False,178000
Sfax,Périphérie,"Périphérie, Sfax",Maison,99.40869228405401,1,1,1,4,False,1962,64,False,False,True,False,249000
Hammamet,Périphérie,"Périphérie, Hammamet",Studio,197.10549762839378,6,6,3,5,False,1993,33,False,False,True,False,400000
Sousse,Populaire,"Populaire, Sousse",Duplex,161.3925047981209,3,2,1,3,True,1990,36,True,True,True,False,496000
Tunis,Résidentiel,"Résidentiel, Tunis",Villa,20.0,4,2,1,0,False,2014,12,True,False,False,False,394000
Tunis,Périphérie,"Périphérie, Tunis",Penthouse,113.91262458083582,5,4,2,3,True,1963,63,False,False,False,False,545000
Nabeul,Centre Ville,"Centre Ville, Nabeul",Villa,102.51939066110981,3,2,1,1,False,1968,58,True,True,True,False,384000
Bizerte,Périphérie,"Périphérie, Bizerte",Appartement,137.43221721671102,1,1,1,4,True,2010,16,True,False,False,False,242000
Tunis,Côtière,"Côtière, Tunis",Villa,90.82938220659352,1,1,1,1,False,1980,46,False,True,False,False,515000
Djerba,Luxueux,"Luxueux, Djerba",Dar (Maison Traditionnelle),136.59858669767414,2,1,1,0,False,1983,43,False,False,True,False,652000
Sidi Bou Said,Périphérie,"Périphérie, Sidi Bou Said",Duplex,114.99229617600236,3,1,1,1,False,1973,53,False,True,True,False,627000
Sousse,Résidentiel,"Résidentiel, Sousse",Villa,79.84105246598276,5,3,1,2,False,2015,11,False,False,False,False,442000
Sousse,Agricole,"Agricole, Sousse",Duplex,125.0822143844755,1,1,1,1,False,1974,52,False,False,True,False,281000
Gabes,Centre Ville,"Centre Ville, Gabes",Studio,204.4946728313145,5,3,1,1,False,1996,30,False,False,False,False,209000
Sidi Bou Said,Côtière,"Côtière, Sidi Bou Said",Studio,78.112600920312,4,2,1,0,False,1971,55,False,True,True,False,350000
Sousse,Périphérie,"Périphérie, Sousse",Penthouse,201.4661668309013,3,1,1,1,False,2020,6,False,False,True,False,645000
Mahdia,Côtière,"Côtière, Mahdia",Penthouse,170.6033932351929,1,1,1,1,False,2024,2,True,True,True,False,634000
Bizerte,Touristique,"Touristique, Bizerte",Maison,165.19674205430977,1,1,1,5,False,1999,27,True,True,True,False,562000
Tozeur,Luxueux,"Luxueux, Tozeur",Villa,110.855177944758,5,3,1,1,False,1979,47,True,True,True,False,493000
Hammamet,Côtière,"Côtière, Hammamet",Maison,81.5817526342964,1,1,1,1,False,1999,27,False,True,True,False,565000
Tozeur,Côtière,"Côtière, Tozeur",Appartement,138.36161497111067,5,3,1,3,False,1962,64,True,False,True,False,259000
Kairouan,Centre Ville,"Centre Ville, Kairouan",Duplex,279.65537839224305,3,1,1,4,False,1978,48,False,True,False,False,534000
Mahdia,Résidentiel,"Résidentiel, Mahdia",Appartement,28.4615775802567,3,2,1,0,False,2014,12,True,True,False,False,177000
Tozeur,Luxueux,"Luxueux, Tozeur",Villa,110.40892708966804,1,1,1,2,False,1966,60,True,False,True,False,353000
Gammarth,Agricole,"Agricole, Gammarth",Maison,159.44496490167253,3,2,1,4,False,1960,66,False,False,False,False,471000
Sidi Bou Said,Agricole,"Agricole, Sidi Bou Said",Villa,148.38433754672928,5,3,1,0,False,1975,51,True,False,True,False,642000
La Marsa,Agricole,"Agricole, La Marsa",Riad,133.2528022420156,3,2,1,3,True,1963,63,True,True,False,False,554000
Djerba,Périphérie,"Périphérie, Djerba",Duplex,169.28649978399315,5,5,3,2,False,1964,62,True,True,False,False,624000
Tozeur,Résidentiel,"Résidentiel, Tozeur",Maison,136.92419217308455,3,2,1,3,True,2019,7,True,False,True,False,295000
Mahdia,Agricole,"Agricole, Mahdia",Dar (Maison Traditionnelle),174.15892985281283,4,2,1,3,True,1980,46,False,True,True,False,316000
Monastir,Périphérie,"Périphérie, Monastir",Duplex,91.73576118004591,2,1,1,2,False,2017,9,True,True,True,False,431000
Djerba,Luxueux,"Luxueux, Djerba",Duplex,196.06580259612258,4,2,1,0,False,1994,32,False,False,True,False,1097000
Bizerte,Agricole,"Agricole, Bizerte",Dar (Maison Traditionnelle),138.62173234911063,2,1,1,5,False,1987,39,False,True,True,False,196000
Tunis,Périphérie,"Périphérie, Tunis",Riad,146.21323388215845,2,1,1,5,False,1984,42,False,False,False,False,572000
Sousse,Côtière,"Côtière, Sousse",Appartement,90.2816813826897,3,1,1,3,False,1973,53,True,True,False,True,430000
Kairouan,Périphérie,"Périphérie, Kairouan",Duplex,144.45935650738318,4,3,1,2,False,1982,44,False,False,True,False,261000
Hammamet,Populaire,"Populaire, Hammamet",Appartement,113.36831268087133,2,1,1,2,False,2021,5,True,False,False,False,398000
Nabeul,Populaire,"Populaire, Nabeul",Dar (Maison Traditionnelle),101.13608970581555,2,1,1,0,False,1981,45,False,True,True,False,209000
Monastir,Côtière,"Côtière, Monastir",Duplex,145.65528990880415,3,2,1,5,False,2004,22,False,True,True,True,685000
La Marsa,Périphérie,"Périphérie, La Marsa",Riad,174.29910580875162,2,1,1,0,False,1999,27,True,False,True,False,1099000
Gabes,Côtière,"Côtière, Gabes",Dar (Maison Traditionnelle),25.73999739894414,3,1,1,5,False,2018,8,False,False,False,False,151000
Sfax,Centre Ville,"Centre Ville, Sfax",Duplex,205.53066862909628,3,1,1,3,False,2007,19,False,True,False,False,658000
La Marsa,Populaire,"Populaire, La Marsa",Penthouse,116.83882717585206,1,1,1,3,True,1968,58,True,False,False,False,438000
Monastir,Côtière,"Côtière, Monastir",Dar (Maison Traditionnelle),132.05242385540825,3,2,1,4,False,2011,15,True,False,False,False,466000
Gabes,Côtière,"Côtière, Gabes",Villa,191.60850717623165,3,2,1,3,True,1987,39,False,True,True,False,468000
Tozeur,Agricole,"Agricole, Tozeur",Villa,20.0,4,3,2,5,True,1960,66,True,True,True,False,135000
Djerba,Côtière,"Côtière, Djerba",Penthouse,114.72349739988464,3,1,1,2,False,1986,40,True,True,True,False,816000
Tunis,Agricole,"Agricole, Tunis",Appartement,20.0,4,2,1,4,False,1972,54,False,True,True,False,150000
Tunis,Agricole,"Agricole, Tunis",Villa,104.53954614750683,2,1,1,1,False,2021,5,False,False,True,False,420000
Sfax,Périphérie,"Périphérie, Sfax",Penthouse,110.9755105534183,2,1,1,2,False,2010,16,True,True,True,False,411000
Nabeul,Populaire,"Populaire, Nabeul",Duplex,173.80035692992993,3,2,1,2,False,1978,48,False,True,False,False,270000
Nabeul,Côtière,"Côtière, Nabeul",Appartement,87.3551613794219,1,1,1,4,True,1971,55,True,True,False,False,239000
Sidi Bou Said,Agricole,"Agricole, Sidi Bou Said",Penthouse,166.06238424551725,2,1,1,1,False,1977,49,True,True,True,False,708000
Mahdia,Côtière,"Côtière, Mahdia",Studio,149.61759605540868,2,1,1,0,False,1974,52,True,True,True,False,301000
Tunis,Centre Ville,"Centre Ville, Tunis",Duplex,128.43273359833637,4,2,1,5,True,1969,57,False,True,True,False,767000
Mahdia,Populaire,"Populaire, Mahdia",Riad,131.66080656317507,4,3,1,4,True,1961,65,False,True,False,False,312000
Sidi Bou Said,Touristique,"Touristique, Sidi Bou Said",Appartement,122.91755021427387,2,1,1,4,False,2024,2,False,True,True,False,807000
Sfax,Agricole,"Agricole, Sfax",Penthouse,110.20695899560812,2,1,1,3,False,1997,29,True,True,False,False,254000
Tunis,Agricole,"Agricole, Tunis",Riad,172.39710308760712,2,1,1,5,False,2012,14,False,False,True,False,551000
Sousse,Résidentiel,"Résidentiel, Sousse",Maison,191.67112099125842,4,3,1,1,False,2007,19,False,True,False,False,550000
Nabeul,Résidentiel,"Résidentiel, Nabeul",Maison,106.37861493778544,3,2,1,3,True,1993,33,False,True,False,False,277000
Tunis,Résidentiel,"Résidentiel, Tunis",Villa,109.25394848556323,3,2,1,2,False,2002,24,False,False,False,False,638000
Sfax,Résidentiel,"Résidentiel, Sfax",Penthouse,35.82809038895249,2,1,1,3,True,1993,33,False,False,False,False,276000
Kairouan,Agricole,"Agricole, Kairouan",Riad,221.78391595193781,3,2,1,2,False,1965,61,True,False,False,False,249000
Gammarth,Luxueux,"Luxueux, Gammarth",Villa,117.97140866274123,1,1,1,1,False,1996,30,True,True,True,False,1196000
Nabeul,Agricole,"Agricole, Nabeul",Studio,20.0,3,1,1,5,False,2018,8,False,False,True,False,73000
Bizerte,Populaire,"Populaire, Bizerte",Dar (Maison Traditionnelle),43.01667403633401,1,1,1,0,False,1996,30,False,False,True,False,144000
Mahdia,Agricole,"Agricole, Mahdia",Penthouse,231.5650073096316,4,3,1,4,True,1991,35,False,True,True,False,395000
Djerba,Luxueux,"Luxueux, Djerba",Studio,56.92725831724455,2,1,1,3,False,1960,66,False,False,False,False,226000
Hammamet,Agricole,"Agricole, Hammamet",Penthouse,102.10444548094189,4,2,1,1,False,1983,43,True,False,False,False,440000
Nabeul,Agricole,"Agricole, Nabeul",Penthouse,205.94252452024108,3,2,1,5,False,1995,31,True,False,False,False,337000
Sfax,Populaire,"Populaire, Sfax",Dar (Maison Traditionnelle),143.38465858827166,5,4,2,0,False,1964,62,True,True,True,False,328000
Gammarth,Périphérie,"Périphérie, Gammarth",Duplex,101.91773611571715,6,5,3,5,False,2011,15,True,False,False,False,586000
Nabeul,Côtière,"Côtière, Nabeul",Riad,183.09607503569958,2,1,1,0,False,2023,3,True,False,False,False,744000
Kairouan,Populaire,"Populaire, Kairouan",Penthouse,188.13369311835288,2,1,1,3,False,2010,16,True,False,True,False,334000
Sousse,Résidentiel,"Résidentiel, Sousse",Studio,189.5213737203191,1,1,1,5,True,1972,54,False,False,False,False,262000
Monastir,Luxueux,"Luxueux, Monastir",Penthouse,156.13480047613098,2,2,1,3,True,1980,46,False,False,False,False,600000
Tunis,Résidentiel,"Résidentiel, Tunis",Villa,163.11967361913793,4,3,2,4,False,1960,66,True,False,False,True,877000
Hammamet,Côtière,"Côtière, Hammamet",Penthouse,143.3362733796052,4,3,2,0,False,2022,4,False,False,False,False,791000
Gabes,Centre Ville,"Centre Ville, Gabes",Maison,168.75255476517341,4,2,1,4,True,1993,33,False,False,False,False,354000
Tunis,Luxueux,"Luxueux, Tunis",Villa,121.50953936050774,4,2,1,1,False,1993,33,False,True,True,True,1095000
Hammamet,Luxueux,"Luxueux, Hammamet",Villa,39.1083047220839,4,2,1,2,False,1993,33,False,False,True,False,690000
Sidi Bou Said,Populaire,"Populaire, Sidi Bou Said",Dar (Maison Traditionnelle),161.47374209658742,3,1,1,0,False,2024,2,False,False,True,False,650000
Mahdia,Résidentiel,"Résidentiel, Mahdia",Maison,121.1569361549084,1,1,1,5,False,2014,12,False,True,True,False,335000
Gammarth,Résidentiel,"Résidentiel, Gammarth",Studio,185.0368652944008,3,3,2,1,False,1973,53,True,False,False,False,550000
Sidi Bou Said,Résidentiel,"Résidentiel, Sidi Bou Said",Penthouse,147.97245379975186,3,2,1,1,False,1967,59,False,False,False,False,711000
Hammamet,Luxueux,"Luxueux, Hammamet",Penthouse,63.84697199277241,3,1,1,0,False,2008,18,False,True,False,True,765000
Sfax,Luxueux,"Luxueux, Sfax",Riad,119.53498394306928,3,2,1,3,True,1988,38,False,True,True,False,660000
Bizerte,Luxueux,"Luxueux, Bizerte",Villa,106.35123000400824,2,1,1,3,True,2003,23,False,False,True,False,498000
Gabes,Côtière,"Côtière, Gabes",Appartement,129.6794955683772,4,2,1,0,False,1996,30,False,True,True,False,244000
Djerba,Agricole,"Agricole, Djerba",Dar (Maison Traditionnelle),116.72261966094976,6,5,2,1,False,2014,12,False,True,False,False,382000
Bizerte,Résidentiel,"Résidentiel, Bizerte",Appartement,89.57069569967895,3,2,1,0,False,2006,20,False,False,False,False,188000
Gammarth,Périphérie,"Périphérie, Gammarth",Villa,89.1174052282825,3,2,1,0,False,2001,25,True,False,True,False,777000
Gammarth,Périphérie,"Périphérie, Gammarth",Penthouse,113.7512106820867,1,1,1,1,False,1972,54,False,False,True,False,575000
Kairouan,Populaire,"Populaire, Kairouan",Studio,20.0,5,3,2,2,False,1997,29,True,False,True,True,105000
Djerba,Côtière,"Côtière, Djerba",Maison,185.3437047937637,4,3,1,3,True,1967,59,False,False,False,True,874000
Gammarth,Luxueux,"Luxueux, Gammarth",Duplex,76.51684593626528,5,3,2,5,True,2013,13,True,False,False,False,955000
Djerba,Luxueux,"Luxueux, Djerba",Penthouse,127.71585633181404,3,1,1,3,True,2012,14,True,False,False,False,1040000
La Marsa,Agricole,"Agricole, La Marsa",Appartement,134.91887263005896,2,1,1,5,False,1961,65,False,False,True,False,311000
Nabeul,Populaire,"Populaire, Nabeul",Riad,124.11649433585437,4,2,1,3,True,1984,42,True,True,True,False,381000
Gabes,Résidentiel,"Résidentiel, Gabes",Maison,114.54457411737155,2,1,1,0,False,1975,51,True,False,False,False,196000
Bizerte,Centre Ville,"Centre Ville, Bizerte",Maison,120.9808328846995,4,3,1,0,False,1984,42,False,False,False,False,274000
La Marsa,Agricole,"Agricole, La Marsa",Duplex,77.66941454333356,4,3,2,4,False,2002,24,False,True,False,False,355000
Gabes,Luxueux,"Luxueux, Gabes",Dar (Maison Traditionnelle),122.54438509280091,3,2,1,3,False,2018,8,False,False,False,False,314000
Gammarth,Côtière,"Côtière, Gammarth",Appartement,134.8947458239345,4,3,1,1,False,2003,23,False,True,True,False,873000
Sfax,Populaire,"Populaire, Sfax",Villa,121.27133513058173,3,1,1,3,True,1991,35,False,False,True,False,426000
Tozeur,Touristique,"Touristique, Tozeur",Studio,86.45819816332528,4,3,2,1,False,2016,10,False,True,False,False,138000
Sfax,Périphérie,"Périphérie, Sfax",Duplex,163.23723458204202,4,3,1,0,False,2024,2,False,True,True,False,430000
Bizerte,Résidentiel,"Résidentiel, Bizerte",Villa,112.4293384944858,4,3,2,0,False,1990,36,True,True,True,False,483000
Mahdia,Résidentiel,"Résidentiel, Mahdia",Riad,175.69743166078305,3,2,1,4,True,1974,52,False,True,True,False,530000
La Marsa,Résidentiel,"Résidentiel, La Marsa",Maison,152.73270814540038,3,2,1,4,True,2005,21,False,True,True,False,1071000
Hammamet,Luxueux,"Luxueux, Hammamet",Villa,42.16183270606379,3,2,1,2,False,2009,17,False,False,True,False,696000
Sfax,Populaire,"Populaire, Sfax",Villa,200.8285247058708,1,1,1,2,False,2007,19,True,True,False,False,461000
Tozeur,Résidentiel,"Résidentiel, Tozeur",Riad,136.59219316292578,2,1,1,5,False,1985,41,False,True,True,True,411000
Hammamet,Résidentiel,"Résidentiel, Hammamet",Duplex,147.4354133992516,2,1,1,1,False,2025,1,False,False,True,False,728000
Kairouan,Populaire,"Populaire, Kairouan",Riad,144.3936142435537,6,4,2,0,False,1998,28,False,True,False,False,264000
Nabeul,Côtière,"Côtière, Nabeul",Maison,131.60779748710175,1,1,1,4,True,1968,58,True,False,False,False,305000
Kairouan,Agricole,"Agricole, Kairouan",Penthouse,150.22576631776835,4,2,1,0,False,1986,40,True,False,False,False,228000
Kairouan,Centre Ville,"Centre Ville, Kairouan",Studio,164.1930601726537,3,1,1,3,True,2026,0,False,True,True,False,263000
Monastir,Agricole,"Agricole, Monastir",Riad,86.38608639062005,4,2,1,1,False,2024,2,True,True,False,False,410000
La Marsa,Résidentiel,"Résidentiel, La Marsa",Duplex,144.3582220110096,4,3,1,4,False,2000,26,True,True,False,False,950000
Gammarth,Résidentiel,"Résidentiel, Gammarth",Studio,93.64393072924418,1,1,1,1,False,2019,7,True,False,False,False,342000
La Marsa,Agricole,"Agricole, La Marsa",Maison,110.54398046114832,4,2,1,1,False,1974,52,False,True,True,False,412000
Gabes,Luxueux,"Luxueux, Gabes",Appartement,53.72450441587968,2,1,1,2,False,1974,52,True,False,True,False,168000
Sousse,Périphérie,"Périphérie, Sousse",Maison,20.0,3,2,1,3,False,2020,6,False,False,True,False,242000
Gammarth,Périphérie,"Périphérie, Gammarth",Maison,157.02954340515234,2,1,1,4,True,1982,44,False,False,False,False,703000
Gabes,Touristique,"Touristique, Gabes",Villa,154.51184001901362,1,1,1,3,False,2020,6,False,True,False,True,453000
Nabeul,Centre Ville,"Centre Ville, Nabeul",Duplex,62.5602982420672,4,3,1,4,True,2021,5,True,True,True,False,397000
Tunis,Centre Ville,"Centre Ville, Tunis",Riad,163.17983296232953,4,2,1,5,False,2006,20,False,False,True,False,855000
